"song","artist","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","popularity"
"O Magnum Mysterium: O magnum mysterium","Morten Lauridsen","Classical",0.0623,0.0116,0.181818181818182,0.535116666666667,1,0.0567,0.991,0.445,0.0816,0.0331,0.065057,0,0.48
"Scheherazade: The Tale of the Kalendar Prince","Nikolai Rimsky-Korsakov","Classical",0.151,0.0639,1,0.593266666666667,0,0.0439,0.962,0.603,0.466,0.0797,0.061577,0,0.49
"Barber: Adagio for Strings","Samuel Barber","Classical",0.102,0.0733,0.909090909090909,0.597783333333333,0,0.0488,0.974,0.859,0.28,0.0308,0.073954,0,0.57
"Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus)","Alexander Borodin","Classical",0.292,0.246,0.181818181818182,0.750666666666667,1,0.0385,0.922,0.525,0.107,0.0859,0.109766,1,0.47
"Requiem in D minor, K.626: 3. Sequentia: Confutatis","Wolfgang Amadeus Mozart","Classical",0.128,0.0386,0,0.604016666666667,1,0.0434,0.991,0.94,0.104,0.0359,0.075081,1,0
"Prokofiev: Romeo and Juliet, Op. 64, Act 1: No. 13, Dance of the Knights (Complete Ballet)","Sergei Prokofiev","Classical",0.209,0.101,0,0.67695,1,0.0403,0.927,0.9,0.0776,0.153,0.085851,1,0.55
"Different Trains: America, Before the War","Steve Reich","Classical",0.398,0.373,0.0909090909090909,0.765583333333333,1,0.0524,0.889,0.193,0.121,0.61,0.106688,1,0.46
"Violin Sonata in A Major, FWV 8: IV. Allegretto poco mosso","César Franck","Classical",0.25,0.135,0.818181818181818,0.68975,1,0.0488,0.958,0.0349,0.0477,0.179,0.094404,1,0.52
"Adiemus","Karl Jenkins","Classical",0.295,0.408,0.363636363636364,0.7228,0,0.0693,0.804,0.148,0.165,0.164,0.150454,0,0.59
"Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia","Aram Khachaturian","Classical",0.165,0.106,0.727272727272727,0.637633333333333,1,0.039,0.807,0.782,0.105,0.0336,0.105651,0,0.46
"Spiegel im Spiegel - Version for Violin and Piano","Arvo Pärt","Classical",0.176,0.006,0.454545454545455,0.296033333333333,1,0.0384,0.899,3.24e-05,0.105,0.0383,0.071477,0,0.5
"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1","Max Richter","Classical",0.701,0.341,0.0909090909090909,0.795666666666667,0,0.0418,0.499,0.903,0.359,0.163,0.105513,0,0.59
"Elégie in C Minor, Op. 24 (Arr. Parkin)","Gabriel Fauré","Classical",0.115,0.0422,0.727272727272727,0.597716666666667,1,0.0404,0.966,0.919,0.0896,0.037,0.087855,0,0.05
"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major","Johannes Brahms","Classical",0.299,0.00626,0.818181818181818,0.484616666666667,1,0.0478,0.994,0.901,0.0823,0.0634,0.069043,1,0.58
"Ständchen in D Minor (After Schubert), S. 560","Franz Liszt","Classical",0.341,0.0142,0.181818181818182,0.52845,1,0.0388,0.993,0.921,0.113,0.0384,0.076382,-2,0.54
"Serenade in B-Flat Major, K. 361 ""Gran Partita"": 3. Adagio","Wolfgang Amadeus Mozart","Classical",0.191,0.0363,0.272727272727273,0.578166666666667,1,0.0409,0.991,0.924,0.141,0.0372,0.069754,1,0.53
"Il barbiere di Siviglia: Overture (Sinfonia)","Gioachino Rossini","Classical",0.322,0.14,0.363636363636364,0.654216666666667,1,0.0489,0.906,0.759,0.125,0.285,0.092122,1,0
"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King","Edvard Grieg","Classical",0.436,0.151,1,0.65425,0,0.0603,0.955,0.793,0.11,0.359,0.103777,1,0.48
"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor (Tema con variazioni. Quasi presto)","Niccolò Paganini","Classical",0.465,0.128,0.818181818181818,0.7062,0,0.0519,0.978,0.271,0.0423,0.428,0.111471,1,0.55
"Dolly, Op.56: 1. Berceuse","Gabriel Fauré","Classical",0.37,0.0076,0.363636363636364,0.43895,1,0.0384,0.995,0.91,0.0864,0.278,0.062668,1,0.5
"Theme From Jurassic Park","John Williams","Classical",0.144,0.132,0.909090909090909,0.681416666666667,1,0.0333,0.946,0.779,0.115,0.0627,0.102283,0,0.62
"Tsar Saltan, Op. 57: Flight of the Bumblebee","André Previn","Classical",0.458,0.11,0.818181818181818,0.629433333333333,0,0.0309,0.977,0.903,0.359,0.481,0.08343,1,0.45
"Symphonic Variations on an African Air, Op.63","Samuel Coleridge-Taylor","Classical",0.224,0.0291,0.636363636363636,0.563883333333333,1,0.0455,0.959,0.845,0.106,0.0538,0.121131,1,0
"The Rite of Spring: Part One: Adoration of the Earth: Introduction","Igor Stravinsky","Classical",0.101,0.0241,1,0.497133333333333,0,0.0485,0.947,0.847,0.0693,0.0329,0.08714,0,0.48
"Symphony No. 3 in C Minor, Op. 78 ""Organ Symphony"": 2b. Maestoso - Più allegro - Molto allegro","Camille Saint-Saëns","Classical",0.223,0.227,0,0.705083333333333,1,0.0343,0.871,0.891,0.063,0.127,0.103618,1,0.44
"String Sextet in D Minor, Op. 70, ""Souvenir de Florence"": I. Allegro con spirito","Pyotr Ilyich Tchaikovsky","Classical",0.352,0.235,0.181818181818182,0.729416666666667,1,0.0398,0.894,0.675,0.396,0.329,0.10916,-2,0.48
"Rêverie, L. 68: Rêverie","Claude Debussy","Classical",0.296,0.00896,0.636363636363636,0.467533333333333,0,0.0394,0.994,0.91,0.0815,0.0673,0.06944,0,0.56
"Theme From Schindler's List","John Williams","Classical",0.142,0.113,0.181818181818182,0.5773,0,0.0415,0.859,0.838,0.107,0.0697,0.098575,-2,0.62
"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto","Antonio Vivaldi","Classical",0.48,0.163,0.454545454545455,0.681383333333333,0,0.0645,0.81,0.754,0.093,0.212,0.158366,1,0.58
"Young Person's Guide To The Orchestra","Benjamin Britten","Classical",0.218,0.117,0,0.69025,1,0.0489,0.94,0.861,0.15,0.0599,0.077009,1,0.45
"Sonata for 2 pianos in D, K.448: 1. Allegro con spirito","Wolfgang Amadeus Mozart","Classical",0.377,0.173,0.818181818181818,0.643716666666667,1,0.0329,0.991,0.909,0.103,0.558,0.132187,1,0
"The Gadfly Suite, Op. 97a: VIII. Romance","Dmitri Shostakovich","Classical",0.116,0.0694,0,0.606266666666667,1,0.0497,0.969,0.644,0.109,0.0377,0.169789,1,0.46
"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live","Francis Poulenc","Classical",0.193,0.0839,0.727272727272727,0.619183333333333,1,0.0406,0.971,0.822,0.118,0.0569,0.085556,1,0.44
"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse","Pyotr Ilyich Tchaikovsky","Classical",0.241,0.122,0.636363636363636,0.626483333333333,1,0.0497,0.925,0.66,0.126,0.187,0.066325,1,0.53
"Pelléas et Mélisande, Op. 80: 4. Sicilienne","Gabriel Fauré","Classical",0.164,0.0194,0.272727272727273,0.431233333333333,1,0.0434,0.938,0.859,0.0939,0.0581,0.101708,0,0.44
"Goldberg Variations, BWV 988: Aria da capo - 1981 Version","Johann Sebastian Bach","Classical",0.436,0.00518,0.636363636363636,0.390116666666667,1,0.067,0.995,0.932,0.0788,0.275,0.135286,2,0.45
"On The Nature Of Daylight","Max Richter","Classical",0.0891,0.341,0.909090909090909,0.78865,0,0.046,0.145,0.836,0.111,0.0334,0.085231,0,0
"Ave Maria, D. 839","Franz Schubert","Classical",0.12,0.138,0.909090909090909,0.741033333333333,1,0.048,0.994,0.686,0.11,0.043,0.067894,1,0.45
"Symphony No.3 in F, Op.90: 1. Allegro con brio - Un poco sostenuto - Tempo I","Johannes Brahms","Classical",0.156,0.0978,0.454545454545455,0.7279,1,0.0371,0.976,0.893,0.0854,0.0638,0.179447,0,0.41
"Sibelius : Finlandia Op.26","Jean Sibelius","Classical",0.177,0.127,0.727272727272727,0.68055,1,0.0394,0.903,0.901,0.114,0.0612,0.149698,1,0.45
"Piazzolla: Libertango","Alison Balsom","Classical",0.367,0.316,0.818181818181818,0.7585,0,0.0429,0.927,0.779,0.113,0.242,0.149089,1,0.45
"Mephisto Waltz No. 1, S. 514","Franz Liszt","Classical",0.356,0.152,0.363636363636364,0.664083333333333,1,0.0406,0.981,0.903,0.0807,0.04,0.132413,1,0.45
"Merry Christmas Mr. Lawrence (Arr. Metcalfe)","Jess Gillam","Classical",0.339,0.0588,0.909090909090909,0.705883333333333,0,0.0373,0.984,0.862,0.12,0.198,0.105916,1,0.53
"Hungarian Dance No.5 in G Minor, WoO 1, No.5","Johannes Brahms","Classical",0.359,0.046,0.545454545454545,0.687916666666667,0,0.0407,0.901,0.118,0.277,0.263,0.127653,1,0.41
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018","Ludwig van Beethoven","Classical",0.166,0.0363,1,0.552966666666667,1,0.0381,0.978,0.922,0.0882,0.039,0.084467,1,0.49
"Symphony No.5 in E flat, Op.82: 3. Allegro molto","Jean Sibelius","Classical",0.144,0.0868,0.727272727272727,0.611033333333333,1,0.0387,0.891,0.904,0.177,0.0737,0.094463,0,0
"Pini di Roma (The Pines of Rome): III. I pini del Gianiclo","Ottorino Respighi","Classical",0.0754,0.0102,0.363636363636364,0.405166666666667,1,0.0464,0.901,0.106,0.0817,0.0331,0.081324,1,0.54
"Cello Concerto No.1, Op.107: 1. Allegretto","Dmitri Shostakovich","Classical",0.463,0.162,0.636363636363636,0.591933333333333,0,0.045,0.963,0.825,0.0943,0.374,0.125514,1,0
"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)","Robert Schumann","Classical",0.244,0.0325,0.727272727272727,0.61035,1,0.0457,0.992,0.879,0.108,0.0406,0.074079,0,0.52
"Pictures At An Exhibition: The Hut On Fowl's Legs (Baba-Yaga)","Modest Mussorgsky","Classical",0.253,0.177,0.636363636363636,0.674583333333333,1,0.0346,0.894,0.573,0.668,0.242,0.089052,1,0
"Ravel: Miroirs, M. 43: IV. Alborada del gracioso","Maurice Ravel","Classical",0.413,0.135,0.181818181818182,0.61205,1,0.0436,0.994,0.902,0.0823,0.0715,0.145802,0,0.39
"Hedwig's Theme","John Williams","Classical",0.156,0.162,0.181818181818182,0.714983333333333,0,0.036,0.897,0.691,0.111,0.077,0.073407,1,0.6
"Carmina Burana: I. O Fortuna","Carl Orff","Classical",0.339,0.0937,0.181818181818182,0.662216666666667,1,0.0394,0.931,0.293,0.252,0.458,0.123048,0,0.36
"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring","Frederick Delius","Classical",0.0716,0.0408,0.636363636363636,0.5286,1,0.0399,0.851,0.901,0.0844,0.0377,0.077047,1,0.55
"St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""","Johann Sebastian Bach","Classical",0.24,0.0648,0.363636363636364,0.579866666666667,0,0.0426,0.935,0.0272,0.258,0.0771,0.095286,0,0.43
"Appalachian Spring: VII. Doppio movimento","Aaron Copland","Classical",0.186,0.124,0.0909090909090909,0.745483333333333,1,0.0434,0.978,0.865,0.111,0.248,0.077903,1,0.46
"Now Sleeps The Crimson Petal (Four Madrigals On Rose Texts): Now Sleeps The Crimson Petal","Paul Mealor","Classical",0.161,0.0144,0.545454545454545,0.485283333333333,1,0.0365,0.986,0.117,0.0836,0.0336,0.082646,1,0
"Nascence","Austin Wintory","Classical",0.203,0.112,1,0.699516666666667,0,0.0418,0.936,0.935,0.126,0.0374,0.072483,1,0.57
"Nascence","Austin Wintory","Video Game Soundtracks",0.203,0.112,1,0.699516666666667,0,0.0418,0.936,0.935,0.126,0.0374,0.072483,1,0.57
"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live","Antonín Dvořák","Classical",0.154,0.00261,0.0909090909090909,0.39555,1,0.0419,0.89,0.763,0.125,0.0366,0.083549,1,0.44
"Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons)","Georges Bizet","Classical",0.364,0.0592,0.181818181818182,0.637383333333333,1,0.057,0.978,0,0.0823,0.185,0.123789,1,0.47
"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)","Max Bruch","Classical",0.169,0.0974,0.272727272727273,0.6431,1,0.042,0.864,0.632,0.087,0.0524,0.170379,2,0.43
"Largo al factotum","Gioachino Rossini","Classical",0.379,0.251,0,0.741866666666667,1,0.0991,0.986,0.0122,0.094,0.335,0.073316,1,0.43
"Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro","Antonín Dvořák","Classical",0.231,0.133,0.181818181818182,0.6621,1,0.0437,0.963,0.659,0.135,0.0564,0.122239,1,0
"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2","Frédéric Chopin","Classical",0.411,0.0487,0.909090909090909,0.572,1,0.0383,0.985,0.918,0.0944,0.101,0.128859,-2,0.48
"An American in Paris","George Gershwin","Classical",0.206,0.284,0.454545454545455,0.732783333333333,1,0.0393,0.856,0.782,0.57,0.0872,0.133603,1,0
"Speaking Unto Nations (Beethoven Symphony no 7 - II )","Ludwig van Beethoven","Classical",0.093,0.0249,0.363636363636364,0.654333333333333,0,0.0463,0.513,0.805,0.0831,0.0365,0.079369,0,0.53
"Trumpet Concerto in D Major, TWV 51:D7: I. Adagio","Georg Philipp Telemann","Classical",0.176,0.132,0.0909090909090909,0.7178,1,0.0408,0.953,0.586,0.0886,0.0835,0.074287,1,0.39
"Cavatina (From ""The Deer Hunter"")","Stanley Myers","Classical",0.366,0.0433,0.363636363636364,0.490666666666667,1,0.0416,0.99,0.903,0.085,0.356,0.088452,1,0.44
"Rhapsodie Orientale, Op.29: 1. Andante","Alexander Glazunov","Classical",0.0989,0.0176,0.0909090909090909,0.48415,1,0.042,0.978,0.651,0.0763,0.0351,0.089327,0,0.38
"Variations on a Rococo Theme, Op. 33 for cello and orchestra: Var. VI: Andante","Pyotr Ilyich Tchaikovsky","Classical",0.204,0.0305,0.181818181818182,0.480683333333333,1,0.0462,0.965,0.268,0.111,0.0394,0.114214,2,0.51
"Ombra Mai Fu","Malena Ernman","Classical",0.132,0.195,0.454545454545455,0.72525,1,0.0451,0.558,0.406,0.108,0.0492,0.163425,1,0
"St. Paul's Suite : 3. Intermezzo: Andante con moto","Gustav Holst","Classical",0.251,0.0657,0.363636363636364,0.65405,0,0.0449,0.66,0.845,0.114,0.15,0.133095,0,0.38
"Violin Concerto In E Minor, Op.64, MWV O14: 1. Allegro molto appassionato","Felix Mendelssohn","Classical",0.278,0.151,0.363636363636364,0.673216666666667,0,0.042,0.917,0.122,0.273,0.167,0.099212,1,0
"The Godfather: V. Love Theme","Nino Rota","Classical",0.099,0.0567,0.0909090909090909,0.6548,1,0.0398,0.96,0.81,0.104,0.0456,0.082744,1,0.49
"The Nutcracker, Op.71, TH.14 / Act 2: No. 12b Coffee (Arabian Dance)","Pyotr Ilyich Tchaikovsky","Classical",0.156,0.00709,0.636363636363636,0.430783333333333,0,0.0382,0.941,0.799,0.0986,0.041,0.097925,0,0
"Nimrod (Lux Aeterna)","Edward Elgar","Classical",0.0987,0.0949,0.0909090909090909,0.649966666666667,1,0.0441,0.993,0.353,0.0847,0.0363,0.174606,1,0.44
"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse","Antonín Dvořák","Classical",0,0.0842,0.818181818181818,0.676716666666667,1,0,0.755,0.889,0.262,0,0,-3,0.59
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Awakening of Cheerful Feelings Upon Arrival in the Country: Allegro ma non troppo","Ludwig van Beethoven","Classical",0.302,0.0355,0,0.598766666666667,1,0.0363,0.932,0.304,0.043,0.186,0.115104,1,0.45
"Concerto in F: 3. Allegro agitato","George Gershwin","Classical",0.381,0.263,0.909090909090909,0.772616666666667,1,0.0345,0.972,0.752,0.275,0.381,0.139469,1,0
"Orfeo Ed Euridice: Dance Of The Blessed Spirits (Act 2)","Christoph Willibald Gluck","Classical",0.203,0.0641,0.454545454545455,0.5415,1,0.0529,0.972,0.94,0.101,0.0978,0.073105,0,0.5
"Fratres - For 12 Celli","Arvo Pärt","Classical",0.11,0.0291,0,0.657916666666667,1,0.0411,0.97,0.746,0.134,0.0297,0.075137,1,0
"Comptine d'un autre été, l'après-midi","Yann Tiersen","Classical",0.484,0.192,0.181818181818182,0.7437,1,0.0465,0.991,0.908,0.106,0.0559,0.100084,1,0.56
"Trois chansons, M.69: 2. Trois beaux oiseaux du Paradis","Maurice Ravel","Classical",0.201,0.0113,0.727272727272727,0.375533333333333,1,0.0447,0.971,0.000853,0.0678,0.0387,0.128673,-2,0.4
"Organ Sonata No. 4, BWV 528: 2. Andante [Adagio] (Transcr. by August Stradal)","Johann Sebastian Bach","Classical",0.384,0.0414,1,0.61635,0,0.0378,0.992,0.897,0.0684,0.0618,0.071224,1,0.57
"Jazz Suite No.2: 4. Waltz I","Dmitri Shostakovich","Classical",0.23,0.2,0.909090909090909,0.692383333333333,1,0.0404,0.931,0.934,0.0855,0.185,0.103923,1,0.44
"Solomon HWV 67 / Act 3: The Arrival Of The Queen Of Sheba","George Frideric Handel","Classical",0.625,0.351,0.909090909090909,0.735266666666667,1,0.0423,0.878,0.938,0.0569,0.794,0.116961,1,0.47
"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto","Franz Schubert","Classical",0.343,0.0209,0.727272727272727,0.54975,1,0.0398,0.987,0.922,0.126,0.0393,0.125242,0,0
"String Quartet: I. Modere","Germaine Tailleferre","Classical",0.262,0.107,0.363636363636364,0.70045,1,0.0448,0.959,0.463,0.195,0.136,0.07665,1,0.38
"Symphonie fantastique, Op. 14: Symphonie fantastique, Op. 14: IV. Marche au supplice","Hector Berlioz","Classical",0.356,0.207,0.909090909090909,0.704,1,0.0388,0.95,0.914,0.0802,0.328,0.146755,1,0.42
"The Hebrides, Op.26 (Fingal's Cave)","Felix Mendelssohn","Classical",0.219,0.154,1,0.697166666666667,0,0.0389,0.841,0.855,0.164,0.108,0.123625,1,0.43
"Etude No. 2","Philip Glass","Classical",0.235,0.166,0.454545454545455,0.6728,1,0.0347,0.992,0.87,0.101,0.0356,0.101182,1,0.51
"Die Zauberflöte, K.620 : Der Hölle Rache...Morden soll ich?","Wolfgang Amadeus Mozart","Classical",0.37,0.286,0.454545454545455,0.733333333333333,1,0.229,0.868,5.68e-05,0.32,0.187,0.070985,1,0.38
"The Mausoleum at Halicarnassus - From ""Seven Wonders"" Suite","Stuart Mitchell","Classical",0.0854,0.0411,1,0.533766666666667,0,0.0427,0.948,0.768,0.0802,0.0526,0.074814,1,0.43
"Symphony No. 104 in D Major, Hob.I:104 ""London"": 4. Finale (Spiritoso) - Live","Franz Joseph Haydn","Classical",0.461,0.175,0.181818181818182,0.71305,1,0.037,0.848,0.762,0.0985,0.358,0.073559,1,0.44
"Prelude & Fughetta in G Major, BWV 902: 1. Prelude","Johann Sebastian Bach","Classical",0.38,0.254,0.181818181818182,0.583883333333333,1,0.0365,0.992,0.926,0.117,0.805,0.1011,1,0.47
"3 Pieces for cello and piano: No. 1. Modere","Nadia Boulanger","Classical",0.164,0.0185,0.272727272727273,0.487033333333333,0,0.0412,0.988,0.888,0.0801,0.078,0.08665,1,0.43
"Symphony No.25 in G minor, K.183: 1. Allegro con brio","Wolfgang Amadeus Mozart","Classical",0.441,0.176,0.636363636363636,0.738016666666667,0,0.0376,0.989,0.888,0.108,0.325,0.079599,1,0.35
"Messiah, HWV 56, Pt. 2 Scene 7: No. 44, Hallelujah (Chorus)","George Frideric Handel","Classical",0.477,0.405,0.181818181818182,0.809316666666667,1,0.0294,0.958,0.226,0.269,0.492,0.112235,1,0.43
"Nonet in E-Flat Major, Op. 38: III. Scherzo: Vivace","Louise Farrenc","Classical",0.39,0.0462,0,0.58525,1,0.0429,0.976,0.624,0.0893,0.305,0.079268,1,0.43
"Kinderszenen, Op. 15: VII. Träumerei","Robert Schumann","Classical",0.453,0.00715,0.454545454545455,0.435683333333333,1,0.0709,0.995,0.931,0.0647,0.257,0.135407,0,0
"Violin Concerto In D Major, Op.35: 3. Finale: Allegro assai vivace","Erich Wolfgang Korngold","Classical",0.405,0.318,0.818181818181818,0.714333333333333,1,0.0565,0.938,0.723,0.284,0.342,0.151434,1,0.38
"Just (After Song of Songs)","David Lang","Classical",0.29,0.0662,0.636363636363636,0.621533333333333,1,0.0434,0.847,3.89e-06,0.159,0.0726,0.143825,0,0.43
"Violin Concerto BWV 1042 in E Major: Violin Concerto BWV 1042 in E Major: I. Allegro","Johann Sebastian Bach","Classical",0.441,0.319,0.272727272727273,0.766833333333333,1,0.0392,0.829,0,0.0765,0.671,0.099419,1,0.53
"The Lamb","John Tavener","Classical",0.0874,0.0474,0.363636363636364,0.6145,0,0.0532,0.924,0.768,0.149,0.0331,0.072393,0,0.43
"3 Gymnopédies: No.1 Lent et douloureux","Erik Satie","Classical",0.59,0.00399,0.636363636363636,0.391716666666667,1,0.242,0.996,0.946,0.0683,0.182,0.074381,0,0.5
"Prélude à l'après-midi d'un faune, L.86","Claude Debussy","Classical",0.102,0.0259,0.727272727272727,0.496733333333333,0,0.0444,0.964,0.864,0.0972,0.0319,0.090128,1,0
"Finding the Pattern","Jessica Curry","Classical",0.146,0.154,0.454545454545455,0.718,1,0.0449,0.808,0.648,0.124,0.0383,0.143625,1,0.49
"Finding the Pattern","Jessica Curry","Video Game Soundtracks",0.146,0.154,0.454545454545455,0.718,1,0.0449,0.808,0.648,0.124,0.0383,0.143625,1,0.49
"String Quartet No. 62 in C Major, Op. 76, No. 3, Hob.III:77, ""Emperor"": II. Poco adagio, cantabile","Franz Joseph Haydn","Classical",0.159,0.0401,0.636363636363636,0.5414,1,0.0446,0.984,0.76,0.156,0.106,0.106239,1,0.48
"Les Baricades Mistérieuses (6e ordre)","François Couperin","Classical",0.191,0.0946,0.909090909090909,0.5735,1,0.0365,0.99,0.933,0.101,0.348,0.110502,1,0.46
"The Promise","Michael Nyman","Classical",0.0992,0.226,0.818181818181818,0.752666666666667,0,0.0339,0.937,0.903,0.183,0.0605,0.079518,1,0.52
"Adagio For Strings And Organ In G Minor","Tomaso Albinoni","Classical",0.0781,0.0462,0,0.612566666666667,0,0.0365,0.559,0.863,0.188,0.0343,0.081291,1,0.52
"Symphony No. 4 in E-Flat Major, WAB 104, ""Romantic"": I. Bewegt, nicht zu schnell - Live","Anton Bruckner","Classical",0.0704,0.0657,0.727272727272727,0.675566666666667,1,0.0387,0.948,0.874,0.108,0.0361,0.061017,1,0.39
"Rigoletto / Act 3: ""La donna è mobile""","Giuseppe Verdi","Classical",0.36,0.196,0.545454545454545,0.771566666666667,1,0.037,0.961,6.05e-06,0.0911,0.401,0.118233,2,0.49
"Tchaikovsky : 1812 Overture Op.49","Pyotr Ilyich Tchaikovsky","Classical",0.173,0.182,0.272727272727273,0.685866666666667,1,0.0437,0.886,0.894,0.224,0.0781,0.070831,1,0.5
"Saxophone Concerto, Op. 59, ""Cyber-bird"": I. Bird in Colors: Allegro","Takashi Yoshimatsu","Classical",0.202,0.194,0.454545454545455,0.640533333333333,1,0.0578,0.953,0.647,0.0704,0.115,0.085882,1,0.38
"Nocturne No.1 in B flat minor, Op.9 No.1","Frédéric Chopin","Classical",0.354,0.0179,0.0909090909090909,0.5859,1,0.0385,0.982,0.906,0.0831,0.0381,0.061202,1,0.48
"Kol Nidrei - Adagio For Cello, Opus 47","Max Bruch","Classical",0.11,0.128,0.181818181818182,0.645316666666667,1,0.0458,0.979,0.871,0.368,0.0398,0.081059,0,0.4
"Time","Hans Zimmer","Classical",0.221,0.0879,0.636363636363636,0.716733333333333,1,0.0381,0.155,0.698,0.0869,0.0401,0.126622,1,0.71
"Young Birches, Op. 128, No. 2","Amy Beach","Classical",0.24,0.0834,0.545454545454545,0.507583333333333,0,0.0499,0.978,0.944,0.0804,0.188,0.169621,1,0.46
"Amor dormiglione","Barbara Strozzi","Classical",0.513,0.273,0.818181818181818,0.842433333333333,1,0.0368,0.966,2.79e-06,0.12,0.263,0.106304,1,0.38
"Vaughan Williams: Job, Scene 9: Epilogue","Ralph Vaughan Williams","Classical",0.129,0.00212,0.636363636363636,0.271033333333333,0,0.0417,0.866,0.662,0.082,0.039,0.099253,0,0.42
"String Quartet No. 1 'Kreutzer Sonata': String Quartet No. 1 'Kreutzer Sonata': I. Adagio. Con moto","Leoš Janáček","Classical",0.194,0.101,1,0.637133333333333,1,0.048,0.931,0.714,0.221,0.074,0.09174,0,0.39
"Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act 1: No. 2 March","Pyotr Ilyich Tchaikovsky","Classical",0.442,0.116,0.363636363636364,0.6138,0,0.0412,0.977,0.868,0.0862,0.511,0.151064,1,0.49
"Scottish Fantasy for Violin and Orchestra, Op. 46: I. Introduction: Grave, Adagio cantabile","Max Bruch","Classical",0.106,0.227,0.272727272727273,0.745233333333333,1,0.0462,0.877,0.738,0.112,0.0391,0.05994,1,0.45
"Tahiti Trot, Op. 16 (After V. Youmans's ""Tea for Two"")","Dmitri Shostakovich","Classical",0.291,0.0981,0.727272727272727,0.614066666666667,1,0.0398,0.95,0.865,0.275,0.194,0.138168,1,0.45
"Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro","Antonio Vivaldi","Classical",0.548,0.208,0.0909090909090909,0.645366666666667,1,0.0421,0.764,0.22,0.0929,0.79,0.144352,0,0.53
"L'Orfeo - Prologo: Toccata","Claudio Monteverdi","Classical",0.619,0.342,0.181818181818182,0.809516666666667,1,0.0349,0.466,0.0902,0.152,0.373,0.067006,1,0.37
"Songs from ""Friday Afternoons"", Op.7: Songs From Friday Afternoons, Op. 7: ""Cuckoo!""","Benjamin Britten","Classical",0.242,0.0221,0.0909090909090909,0.568183333333333,1,0.0421,0.992,5.17e-05,0.0816,0.0776,0.08039,0,0.41
